0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
1,25
7,26
19,27
29,28
59,29
97,30
137,31
182,32
221,33
299,34
422,35
499,36
614,37
758,38
944,39
1060,40
1255,41
1441,42
1648,43
1760,44
1884,45
1998,46
2090,47
2023,48
2101,49
2088,50
2030,51
1978,52
1808,53
1730,54
1668,55
1577,56
1469,57
1278,58
1236,59
1220,60
1003,61
930,62
975,63
880,64
893,65
789,66
798,67
769,68
782,69
850,70
821,71
831,72
785,73
883,74
906,75
867,76
854,77
947,78
973,79
906,80
912,81
867,82
934,83
933,84
970,85
1005,86
1019,87
1060,88
1133,89
1125,90
1186,91
1219,92
1324,93
1400,94
1538,95
1619,96
1807,97
1871,98
2085,99
1895,100
1935,101
1958,102
1831,103
1761,104
1729,105
1614,106
1504,107
1437,108
1363,109
1362,110
1347,111
1345,112
1448,113
1362,114
1352,115
1388,116
1450,117
1561,118
1575,119
1604,120
1781,121
1813,122
1893,123
2037,124
2137,125
2304,126
2319,127
2373,128
2519,129
2305,130
2302,131
2252,132
2076,133
1995,134
1818,135
1935,136
1903,137
2025,138
2140,139
2258,140
2305,141
2324,142
2455,143
2458,144
2409,145
2234,146
2315,147
2288,148
2182,149
2275,150
2315,151
2391,152
2598,153
2685,154
2742,155
2701,156
2556,157
2410,158
2261,159
2041,160
1853,161
1781,162
1613,163
1473,164
1425,165
1353,166
1233,167
1254,168
1195,169
1171,170
1208,171
1344,172
1265,173
1230,174
1158,175
1185,176
1227,177
1086,178
942,179
904,180
822,181
784,182
689,183
610,184
628,185
644,186
679,187
635,188
662,189
739,190
797,191
828,192
941,193
905,194
978,195
919,196
910,197
843,198
824,199
867,200
902,201
834,202
886,203
909,204
970,205
976,206
1065,207
1043,208
1068,209
956,210
982,211
955,212
864,213
697,214
544,215
491,216
393,217
381,218
284,219
230,220
234,221
195,222
188,223
125,224
77,225
74,226
59,227
51,228
22,229
19,230
9,231
7,232
6,233
8,234
1,235
0,236
0,237
1,238
0,239
0,240
0,241
2,242
0,243
1,244
1,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
